checking-account,duration,credit-history,purpose,credit-amount,savings-account,employment-since,installment-rate,other-debtors,residence-since,property,age,other-installment,housing,existing-credits,job,numner-people-provide-maintenance-for,telephone,foreign-worker,sex,marital-status,class-label
no account,36,delay in paying off,radio/television,4454,<100 DM,1<= < 4 years,4,none,4,real estate,34,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated,1
0 <= <200 DM,24,critical account,furniture/equipment,4736,<100 DM,<1 years,2,none,4,car or other,25,bank,own,1,unskilled - resident,1,none,yes,female,divorced/separated,0
0 <= <200 DM,30,existing credits paid back duly till now,radio/television,2991,no savings account,>=7 years,2,none,4,car or other,25,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,11,existing credits paid back duly till now,business,2142,>= 1000 DM,>=7 years,1,none,2,real estate,28,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
<0 DM,24,all credits at this bank paid back duly,business,3161,<100 DM,1<= < 4 years,4,none,2,savings agreement/life insurance,31,none,rent,1,skilled employee / official,1,yes,yes,male,divorced/separated,0
0 <= <200 DM,48,no credits taken,others,18424,<100 DM,1<= < 4 years,1,none,2,savings agreement/life insurance,32,bank,own,1,management/ highly qualified employee,1,yes,no,female,divorced/separated,0
no account,10,existing credits paid back duly till now,car (used),2848,100 <= <500 DM,1<= < 4 years,1,co-applicant,2,real estate,32,none,own,1,skilled employee / official,2,none,yes,male,divorced/separated,1
<0 DM,6,existing credits paid back duly till now,car (new),14896,<100 DM,>=7 years,1,none,4,unknown / no property,68,bank,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,0
<0 DM,24,existing credits paid back duly till now,furniture/equipment,2359,100 <= <500 DM,unemployed,1,none,1,savings agreement/life insurance,33,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,0
<0 DM,24,existing credits paid back duly till now,furniture/equipment,3345,<100 DM,>=7 years,4,none,2,savings agreement/life insurance,39,none,rent,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,0
no account,18,critical account,furniture/equipment,1817,<100 DM,1<= < 4 years,4,none,2,unknown / no property,28,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated,1
no account,48,delay in paying off,radio/television,12749,500 <= < 1000 DM,4<= <7 years,4,none,1,car or other,37,none,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
<0 DM,9,existing credits paid back duly till now,radio/television,1366,<100 DM,<1 years,3,none,4,savings agreement/life insurance,22,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated,0
0 <= <200 DM,12,existing credits paid back duly till now,car (new),2002,<100 DM,4<= <7 years,3,none,4,savings agreement/life insurance,30,none,rent,1,skilled employee / official,2,yes,yes,male,divorced/separated,1
<0 DM,24,all credits at this bank paid back duly,furniture/equipment,6872,<100 DM,<1 years,2,none,1,savings agreement/life insurance,55,bank,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,0
<0 DM,12,all credits at this bank paid back duly,car (new),697,<100 DM,<1 years,4,none,2,car or other,46,bank,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,0
<0 DM,18,critical account,furniture/equipment,1049,<100 DM,<1 years,4,none,4,savings agreement/life insurance,21,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated,1
<0 DM,48,existing credits paid back duly till now,car (used),10297,<100 DM,4<= <7 years,4,none,4,unknown / no property,39,store,for free,3,skilled employee / official,2,yes,yes,male,divorced/separated,0
no account,30,existing credits paid back duly till now,radio/television,1867,no savings account,>=7 years,4,none,4,car or other,58,none,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
<0 DM,12,delay in paying off,car (new),1344,<100 DM,1<= < 4 years,4,none,2,real estate,43,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
<0 DM,24,existing credits paid back duly till now,furniture/equipment,1747,<100 DM,<1 years,4,co-applicant,1,savings agreement/life insurance,24,none,own,1,unskilled - resident,1,none,no,male,divorced/separated,1
0 <= <200 DM,9,existing credits paid back duly till now,radio/television,1670,<100 DM,<1 years,4,none,2,car or other,22,none,own,1,skilled employee / official,1,yes,yes,female,divorced/separated,0
no account,9,critical account,car (new),1224,<100 DM,1<= < 4 years,3,none,1,real estate,30,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,12,critical account,radio/television,522,500 <= < 1000 DM,>=7 years,4,none,4,savings agreement/life insurance,42,none,own,2,skilled employee / official,2,yes,yes,male,divorced/separated,1
<0 DM,12,existing credits paid back duly till now,radio/television,1498,<100 DM,1<= < 4 years,4,none,1,car or other,23,bank,own,1,skilled employee / official,1,none,yes,female,divorced/separated,1
0 <= <200 DM,30,delay in paying off,radio/television,1919,100 <= <500 DM,<1 years,4,none,3,unknown / no property,30,store,own,2,management/ highly qualified employee,1,none,yes,male,divorced/separated,0
>= 200 DM ,9,existing credits paid back duly till now,radio/television,745,<100 DM,1<= < 4 years,3,none,2,real estate,28,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated,0
0 <= <200 DM,6,existing credits paid back duly till now,radio/television,2063,<100 DM,<1 years,4,none,3,car or other,30,none,rent,1,management/ highly qualified employee,1,yes,yes,male,married/widowed,1
0 <= <200 DM,60,existing credits paid back duly till now,education,6288,<100 DM,1<= < 4 years,4,none,4,unknown / no property,42,none,for free,1,skilled employee / official,1,none,yes,male,divorced/separated,0
no account,24,critical account,car (used),6842,no savings account,1<= < 4 years,2,none,4,savings agreement/life insurance,46,none,own,2,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
no account,12,existing credits paid back duly till now,car (new),3527,no savings account,<1 years,2,none,3,savings agreement/life insurance,45,none,own,1,management/ highly qualified employee,2,yes,yes,male,divorced/separated,1
no account,10,existing credits paid back duly till now,car (new),1546,<100 DM,1<= < 4 years,3,none,2,real estate,31,none,own,1,unskilled - resident,2,none,no,male,divorced/separated,1
no account,24,existing credits paid back duly till now,furniture/equipment,929,no savings account,4<= <7 years,4,none,2,car or other,31,store,own,1,skilled employee / official,1,yes,yes,male,divorced/separated,1
no account,4,critical account,car (new),1455,<100 DM,4<= <7 years,2,none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes,male,divorced/separated,1
<0 DM,15,existing credits paid back duly till now,furniture/equipment,1845,<100 DM,<1 years,4,guarantor,1,savings agreement/life insurance,46,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated,1
0 <= <200 DM,48,no credits taken,car (new),8358,500 <= < 1000 DM,<1 years,1,none,1,car or other,30,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated,1
<0 DM,24,all credits at this bank paid back duly,furniture/equipment,3349,500 <= < 1000 DM,<1 years,4,none,4,unknown / no property,30,none,for free,1,skilled employee / official,2,yes,yes,male,divorced/separated,0
no account,12,existing credits paid back duly till now,car (new),2859,no savings account,unemployed,4,none,4,unknown / no property,38,none,own,1,management/ highly qualified employee,1,yes,yes,male,divorced/separated,1
no account,18,existing credits paid back duly till now,furniture/equipment,1533,<100 DM,<1 years,4,co-applicant,1,savings agreement/life insurance,43,none,own,1,unskilled - resident,2,none,yes,male,married/widowed,0
no account,24,existing credits paid back duly till now,radio/television,3621,100 <= <500 DM,>=7 years,2,none,4,car or other,31,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,0
0 <= <200 DM,18,critical account,business,3590,<100 DM,unemployed,3,none,3,car or other,40,none,own,3,unemployed/ unskilled  - non-resident,2,yes,yes,male,married/widowed,1
<0 DM,36,delay in paying off,business,2145,<100 DM,4<= <7 years,2,none,1,car or other,24,none,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,0
0 <= <200 DM,24,existing credits paid back duly till now,car (used),4113,500 <= < 1000 DM,<1 years,3,none,4,car or other,28,none,rent,1,skilled employee / official,1,none,yes,female,divorced/separated,0
no account,36,existing credits paid back duly till now,furniture/equipment,10974,<100 DM,unemployed,4,none,2,car or other,26,none,own,2,management/ highly qualified employee,1,yes,yes,female,divorced/separated,0
<0 DM,12,existing credits paid back duly till now,car (new),1893,<100 DM,1<= < 4 years,4,guarantor,4,savings agreement/life insurance,29,none,own,1,skilled employee / official,1,yes,yes,female,divorced/separated,1
<0 DM,24,critical account,radio/television,1231,>= 1000 DM,>=7 years,4,none,4,savings agreement/life insurance,57,none,rent,2,management/ highly qualified employee,1,yes,yes,female,divorced/separated,1
>= 200 DM ,30,critical account,radio/television,3656,no savings account,>=7 years,4,none,4,savings agreement/life insurance,49,store,own,2,unskilled - resident,1,none,yes,male,divorced/separated,1
0 <= <200 DM,9,critical account,radio/television,1154,<100 DM,>=7 years,2,none,4,real estate,37,none,own,3,unskilled - resident,1,none,yes,male,divorced/separated,1
<0 DM,28,existing credits paid back duly till now,car (new),4006,<100 DM,1<= < 4 years,3,none,2,car or other,45,none,own,1,unskilled - resident,1,none,yes,male,divorced/separated,0
0 <= <200 DM,24,existing credits paid back duly till now,furniture/equipment,3069,100 <= <500 DM,>=7 years,4,none,4,unknown / no property,30,none,for free,1,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,6,critical account,radio/television,1740,<100 DM,>=7 years,2,none,2,real estate,30,none,rent,2,skilled employee / official,1,none,yes,male,married/widowed,1
0 <= <200 DM,21,delay in paying off,car (new),2353,<100 DM,1<= < 4 years,1,none,4,savings agreement/life insurance,47,none,own,2,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,15,existing credits paid back duly till now,car (new),3556,no savings account,1<= < 4 years,3,none,2,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,24,existing credits paid back duly till now,radio/television,2397,500 <= < 1000 DM,>=7 years,3,none,2,car or other,35,bank,own,2,skilled employee / official,1,yes,yes,male,divorced/separated,0
0 <= <200 DM,6,existing credits paid back duly till now,repairs,454,<100 DM,<1 years,3,none,1,savings agreement/life insurance,22,none,own,1,unskilled - resident,1,none,yes,male,married/widowed,1
0 <= <200 DM,30,existing credits paid back duly till now,radio/television,1715,no savings account,1<= < 4 years,4,none,1,car or other,26,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,1
0 <= <200 DM,27,critical account,radio/television,2520,500 <= < 1000 DM,1<= < 4 years,4,none,2,savings agreement/life insurance,23,none,own,2,unskilled - resident,1,none,yes,male,divorced/separated,0
no account,15,existing credits paid back duly till now,radio/television,3568,<100 DM,>=7 years,4,none,2,car or other,54,bank,rent,1,management/ highly qualified employee,1,yes,yes,female,divorced/separated,1
no account,42,existing credits paid back duly till now,radio/television,7166,no savings account,4<= <7 years,2,none,4,savings agreement/life insurance,29,none,rent,1,skilled employee / official,1,yes,yes,male,married/widowed,1
<0 DM,11,critical account,car (new),3939,<100 DM,1<= < 4 years,1,none,2,real estate,40,none,own,2,unskilled - resident,2,none,yes,male,divorced/separated,1
0 <= <200 DM,15,existing credits paid back duly till now,repairs,1514,100 <= <500 DM,1<= < 4 years,4,guarantor,2,real estate,22,none,own,1,skilled employee / official,1,none,yes,male,divorced/separated,1
no account,24,existing credits paid back duly till now,car (new),7393,<100 DM,1<= < 4 years,1,none,4,savings agreement/life insurance,43,none,own,1,unskilled - resident,2,none,yes,male,divorced/separated,1
<0 DM,24,all credits at this bank paid back duly,car (new),1193,<100 DM,unemployed,1,co-applicant,4,unknown / no property,29,none,rent,2,unemployed/ unskilled  - non-resident,1,none,yes,female,divorced/separated,0
<0 DM,60,existing credits paid back duly till now,business,7297,<100 DM,>=7 years,4,co-applicant,4,unknown / no property,36,none,rent,1,skilled employee / official,1,none,yes,male,divorced/separated,0
no account,30,critical account,radio/television,2831,<100 DM,1<= < 4 years,4,none,2,car or other,33,none,own,1,skilled employee / official,1,yes,yes,female,divorced/separated,1
>= 200 DM ,24,existing credits paid back duly till now,radio/television,1258,500 <= < 1000 DM,1<= < 4 years,3,none,3,car or other,57,none,own,1,unskilled - resident,1,none,yes,female,divorced/separated,1
0 <= <200 DM,6,existing credits paid back duly till now,radio/television,753,<100 DM,1<= < 4 years,2,guarantor,3,real estate,64,none,own,1,skilled employee / official,1,none,yes,female,divorced/separated,1
